QUERY,DOC_ID
Interferon stimulated genes (ISGs) Irf1  Irg1  Ifi27  and Rsad2 inhibit West Nile virus replication in cortical neurons.,1641
Interleukin-18 plays an important role in the pathogenesis of atherosclerosis.,3587
Intra-cerebroventricular infusion of amyloid-β oligomers increases expression of fibronectin type-III domain-containing protein 5 mRNA in mice hippocampi.,5056
Intra-cerebroventricular infusion of amyloid-β oligomers reduces expression of fibronectin type-III domain-containing protein 5 mRNA in mice hippocampi.,5056
Intramembrane cleavage by signal peptide peptidase aids in the degradation of proteins with a complex membrane orientation.,1517
It is not proven that moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD) specifically.,1000
JMJD6 catalyzes the hydroxylation of C-terminal lysine and supresses transcriptional activity.,4547
JMJD6 slows the hydroxylation of C-terminal lysine,4547
KLF4 is necessary for VSMCs to gain genetic characteristics of other cell types within atherosclerotic lesions.,3276
KRT17 modulates the expression of the transcriptional regulator AIRE in diseased epithelia.,2064
Kir7.1 modulates channel activity by the G protein-coupled melanocortin-4 receptor (MC4R) in the paraventricular nucleus of the hypothalamus.,880
Klf2 is important for proper myeloid cell function.,1200
Klf4 is important for proper myeloid cell differentiation.,1200
Klf4 is not required for proper myeloid cell differentiation.,1200
Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,1046
Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,1046
L3MBTL2 binds to H2AK119Ub marked chromatin to form a PRC1 complex.,2528
LDL cholesterol has a causal role in the development of cardiovascular disease.,389
LRBA prevents CTLA - 4 recycling.,158
LRBA promotes CTLA - 4 recycling.,158
LSD1-positive promoters are associated with RNA polymerase II,2225
Lack of FGF21 in mice increases life expectancy.,1633
Lack of FGF21 in mice leads to atherosclerotic plaque formation.,1633
Lack of FGF21 in mice leads to reduced lifespan.,1633
Lack of FGF21 in mice slows the rate of atherosclerotic plaque formation.,1633
Lamins are associated with nuclear membrane structure maintenance.,858
Lamins are found within the inner layer of the mitochondrial membrane of all cells.,858
Lamins are found within the inner layer of the nuclear membrane of all cells.,858
Lamins have no effect on nuclear membrane structure maintenance.,858
Less than 10% of patients exposed to radiation have activated markers of mesenchymal stem cells.,3276
Lice attenuated SIV vaccines induce a stronger antigen-specific T cell response in lymph node cells.,194
Lipopolysaccharides have an inflammation independent effect on kidney barrier function.,2615
Lmna knock-in models are appropriate for testing therapeutic approaches against Hutchinson-Gilford progeria syndrome (HGPS).,3338
Localization of PIN1 in the roots of Arabidopsis requires VPS9a,769
Long - range chromatin interactions regulate transcription.,2415
Long chain polyunsaturated fatty acids supplementation has no significant effects on wheezing or asthma at 3 and 6 years.,3317
Long chain polyunsaturated fatty acids supplementation is associated with lower rates of atopic eczema at 1 year.,3317
Long chain polyunsaturated fatty acids supplementation reduces wheezing and asthma.,3317
Low expression of miR7a does not repress target genes or exert a biological function in ovaries.,2843
Low expression of miR7a does not repress target genes or exert a biological function in testis.,2843
Low nucleosome occupancy correlates with high methylation levels across species.,2746
Ly49Q directs the organization of neutrophil polarization by regulating membrane raft functions.,1037
Ly6C hi monocytes have a higher inflammatory capacity than Ly6C lo monocytes.,1364
Lysine histone demethylase inhibitor JIB 04 is inactive against KDM5A.,2186
M. stadtmanae does not induce ASC speck formation in BlaER1 monocytes.,4403
M. stadtmanae induces ASC speck formation in BlaER1 monocytes.,4403
MEK inhibitors are effective treatments in RAS-driven mouse models of cancer.,953
MFGE8 regulates fat absorption by binding to av-Beta3 and av-Beta5 integrins.,1011
MICAL redox enzymes regulate actin dynamics in many cell types.,2639
MICAL redox enzymes regulate actin dynamics.,2639
MT binding domain drives amyloid structure formation.,853
MUC1-C activates the NF-κB p65 signaling pathway by interacting with IκB kinase ß.,3400
MafA phosphorylation decreases its ubiquitination.,1900
MafA phosphorylation enhances its ubiquitination.,1900
MafA ubiquitination decreases the recruitment of coavtivator P/CAF by MafA.,1900
MafA ubiquitination increases the recruitment of coavtivator P/CAF by MafA.,1900
Major antigen-induced signals from the T cell receptor and secondary signals from costimulatory receptors are required for T cell activation.,2263
Major vault protein (MVP) leads to more aggressive tumors by regulating the sorting of tumor suppressive miR-193a into extracellular vesicles (EVs).,2972
Major vault protein regulates sorting of tumor suppressive miR-193a into EVs.,2972
Malaria has a high vectorial capacity.,207
Many cytokines that are produced by cancer cells also contribute to carcinogenesis.,2775
Many transmembrane receptors transmit signals by long-range conformational changes in the association of alpha-helices across the plasma membrane.,2701
Marmosets have a brain region homologous to Broca's area.,2344
Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have only a modest impact in reducing malaria transmission.,329
MeCP2 influences the synaptic maturation of neurons.,1731
Measuring routine outcomes is more beneficial to clinical practice than assessing treatment adherence.,912
Medications to treat obesity are highly effective.,1369
Medications to treat obesity do not have side effects.,1369
Medications to treat obesity have unwanted side effects.,1369
Men are more susceptible to death due to pneumonia when compared to women.,460
Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in similar efficacy and better quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,2502
Mice are incapable of producing neutralizing antibodies in reponse to the Chikungunya virus (CHIKV) produced in mosquitos.,3673
Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) fail to reveal increased sensitivity to ionizing radiation (IR).,4268
Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) fail to reveal increased sensitivity to ionizing radiation (IR).,4268
Mice defective for deoxyribonucleic acid (DNA) polymerase m (polm) reveal increased sensitivity to ionizing radiation (IR).,4268
Mice lacking Sirt1 in Sf1-expressing neurons are immune to diet-induced obesity and insulin resistance.,2127
Mice lacking Sirt1 in Sf1-expressing neurons have increased susceptibility to diet-induced obesity and insulin resistance.,2127
Mice that lack Interferon-γ or its receptor are highly susceptible to experimental autoimmune myocarditis.,1469
Mice without IFN-γ or its receptor are highly susceptible to EAM induced with α-MyHC/CFA.,1469
Microcin J25 encourages nucleoside triphosphate (NTP) binding.,919
Microcin J25 inhibits nucleoside triphosphate (NTP) binding.,919
Microglia are an innate immune cell type of the central nervous system.,2508
Microglia are an innate immune cell type of the peripheral nervous system.,2508
Migraine with aura is associated with ischemic stroke.,2579
Misunderstandings between doctors and patients can lead to non-adherence.,639
Mitochondria play a major role in apoptosis.,1521
Mitochondria play a major role in energy production.,1521
Mitochondria play a trivial role in calcium homeostasis.,1521
Moderate consumption of candy and chocolate reduces the risk of cardiovascular disease (CVD).,1000
Monoclonal antibody targeting of N-cadherin encourages castration resistance.,3287
Monoclonal antibody targeting of N-cadherin encourages metastasis.,3287
Monoclonal antibody targeting of N-cadherin inhibits castration resistance.,3287
Monoclonal antibody targeting of N-cadherin inhibits growth.,3287
Most termination events in Okazaki fragments are dictated by initiation patterns.,4513
"Mouse models can be generated using ""artificial spermatids.""",2206
Mutant mice lacking SVCT2 have severely reduced ascorbic acid levels in both brain and adrenals.,2971
Mutations in G-Beta protein GNB1 are present in many cancers  resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.,4330
Mutations in RIM1 decrease levels of IME1 RNA.,1458
Mutations in RIM1 raise levels of IME1 RNA.,1458
Myelin sheaths are lipid-rich cellular structures.,2772
Myelin sheaths play a role in action potential propagation.,2772
N348I mutations cause resistance to nevirapine.,2484
N348I mutations reduce resistance to nevirapine.,2484
NAC destabilizes NO to increase the effect of contrast agents on renal functions.,906
NAC inhibits the generation of angiotensin-converting enzyme.,906
NR5A2 does not play a role in development of endometrial tissues.,2564
NR5A2 is important in reverse cholesterol transport in humans.,2564
Natriuretic peptides increase susceptibility to diabetes.,2533
Natriuretic peptides protect against diabetes.,2533
Neutrophil extracellular trap (NET) antigens may contain the targeted autoantigens PR3 and MPO.,2766
Neutrophils produce IL-1β in response to large particles.,3353
Nigerian physicians constitue the largest component of sub-Saharan Africa-trained physicians in the United States.,2394
Nonhuman primates are incapable of producing neutralizing antibodies in reponse to the Eilat virus (EILV) produced in mosquitos.,3673
Nonhypertensive people who are 55 years old have a 90% chance of developing hypertension during their lifetime.,2021
Noninvasive positive pressure ventilation is not predictive of acute respiratory failure after solid organ transplantation.,1462
Nonsteroidal antinflammatory drugs are ineffective as cancer treatments.,4885
Nonsteroidal antinflammatory drugs show potential anticancer indications.,4885
Normal expression of RUNX1 causes tumorsupressing effects.,365
Normal granulomas form in the absence of TNF in Zebrafish.,2586
Normal granulomas form in the presence of TNF in Zebrafish.,2586
Notch signaling occurs between tumor cells and stromal cells.,3069
Nuclear transfer from adult human fibroblasts to human oocytes can give rise to blastocysts containing expandable pluripotent cells.,4589
Oat tolerant coeliac patients may have oat specific inflammatory cells in their small bowel mucosa.,2365
Obesity decreases life quality.,5178
Obesity raises life quality.,5178
Occipital activation levels are associated with auditory spatial performance in parietal regions of the brain.,55
Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegans.,2435
Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegans.,2435
Omnivores produce more trimethylamine N-oxide from dietary I-carnitine than vegetarians.,2435
One in five surgical randomized controlled trials are discontinued early.,1195
One in two surgical randomized controlled trials are discontinued early.,1195
Origin gross domestic product(GDP) is negatively related to dengue virus (DENV-1) diffusion in air traffic shipments.,390
Origin gross domestic product(GDP) is positively related to dengue virus (DENV-1) diffusion in air traffic shipments.,390
Osteocytes have an essential role in G-CSF induced HSPC mobilization.,2205
Osteoparthritis (OA) is characterized by degeneration of articular cartilage  joint edge  and subchondral bone hyperplasia.,2427
Over half of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,2874
Overexpressing Cnp1 N-tail variants exacerbates the temperature-sensitive growth defect of scm3-139.,2364
Overexpressing Cnp1 N-tail variants rescues the temperature-sensitive growth defect of scm3-139.,2364
Oxidative DNA damage activates STING signalling.,2146
Oxidative DNA damage inhibits STING signalling.,2146
Oxidative phosphorylation is one of the primary glycometabolic pathways in cells.,2867
PCSK9 inhibitors decrease plasma Lp(a) levels.,1211
PD-1 triggering on monocytes enhances IL-10 production by monocytes.,1818
PGE 2 suppresss intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,1268
PKG-la does not have a large impact on expression of pain hypersensitivity in PGK-la knockout mice.,1893
PKG-la does not have a large impact on expression of spinal long term potentiation in PGK-la knockout mice.,1893
PKG-la plays an essential role in expression of spinal long term potentiation in PGK-la knockout mice.,1893
PRC1-bound plasmids sediment at a slower rate in unbound plasmids than in sucrose gradients.,2797
PTEN is a regulator for the transcriptional activity of SRF,4377
Participants who quit smoking reduce lung cancer risk by approximately 50%.,2623
Patients in stable partnerships have a slower progression from HIV to AIDS.,2694
Patients in stable partnerships progress from HIV to death at the same rate as patients not in partnerships.,2694
Patients with common epithelial cancers  are more likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,2620
Patients with common epithelial cancers are less likely to have an emergency event as their first hospital admission if they live in resource-deprived areas.,2620
Patients with microcytosis and higher erythrocyte count are more vulnerable to severe malarial anaemia when infected with Plasmodium falciparum.,2813
Patients with microcytosis and higher erythrocyte count were more resistant to severe malarial anaemia when infected with Plasmodium falciparum.,2813
Patients with panic anxiety show decreased CSF levels of hypocretin.,2583
Pediatric SCD patients with vaso-occlusive crisis show increased morphine use after breathing 80 ppm iNO for 4 hours.,2423
Perigenital skin is not the primary site of HIV acquisition.,1522
Peroxynitrite is required for induction of T cell tolerance.,1028
Persister cells provide relapse resistance in cancer patients.,3889
Persistor cells are one reason for incomplete responses to Tyrosine kinase inhibitor (TKI) therapy in cancer patients.,3889
Pharmacist attendance at ward rounds increases adverse events in wards.,2031
Pharmacist attendance at ward rounds reduces adverse events in wards.,2031
Phase information is useful for predicting donor-recipient matches in organ transplantation.,1927
Physical activity does not improve cognitive function in individuals with Alzheimers.,299
Physical activity level has no association with the difference in maximal oxygen consumption between black and white youth.,1499
Physical activity level is associated with the difference in maximal oxygen consumption between black and white youth.,1499
Physical injury represses transgultaminase activity.,2212
Piezo1 channels are sensors for cell migration in epithelial cells.,3186
Pioglitazone use is not associated with an increased risk of prostate cancer.,597
Pioglitazone use is significantly associated with an increased risk of pancreatic cancer.,597
Pioglitazone use is significantly associated with an increased risk of prostate cancer.,597
Pioneer factor OCT3/4 interacts with major chromatin remodeling factors.,387
Polymeal nutrition increases cardiovascular mortality.,1562
Post-transcriptional handling of mitochondrial transcripts occurs in mitochondrial RNA granules.,2292
Pre-mRNAs associated with spliceosomal components are less stable than unassociated splicing substrates.,727
Pre-mRNAs associated with spliceosomal components are more stable than unassociated splicing substrates.,727
Prescribed exercise training improves quality of life.,4759
PrimPol degrades short DNA replication intermediates on the leading strand during DNA replication.,2926
PrimPol generates short DNA replication intermediates on the leading strand during DNA replication.,2926
Primary cervical cancer screening with HPV detection has lower longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,5001
Primary cervical cytology screening with HPV detection has higher longitudinal sensitivity to detect severe cervical intraepithelial neoplasia than conventional cytology.,3986
Primary pro-inflammatory cytokines suppress secondary pro- and anti-inflammatory mediators.,1001
Pro-inflammatory cytokines are up regulated during tumor development.,2319
Pro-inflammatory cytokines are up repressed during tumor development.,2319
Progerin induces premature aging in stem cells.,1945
Propriospinal interneurons that play a role in the plastic reorganization of spinal circuits are integral for recovery from spinal cord injury.,3009
Pseudogene PTENP1 encodes a transcript that regulates PTEN expression.,1255
Pseudoknots are not evolutionarily conserved in most eukaryotes.,545
Pure neural progenitor cell (NPC) populations can only be obtained from cell cultures that undergo passaging  filtration  or other isolation and cell sorting methods.,1728
Pyridostatin decreases telomere fragility in BRCA2-deficient cells.,2627
Pyridostatin deregulates G2/M progression.,2627
Pyridostatin encourages proliferation of homologous recombination - defective cells.,2627
Pyridostatin induces checkpoint activation.,2627
Pyridostatin induces double-strand breaks accumulation.,2627
Pyridostatin prevents double-strand breaks accumulation.,2627
Pyridostatin reduces proliferation of homologous recombination - defective cells.,2627
Pyridostatin stabilizes the G - quadruplex in the telomeric region.,2627
R2D2 stops miRNA production by increasing the selectivity of Dcr2 for long dsRNA.,1061
RA activation of DIF2 and NB4 cells induces hallmarks of transcriptionally active promoters.,2225
RAD52 is involved in break-induced DNA replication (BIR).,2361
RANK-RANKL pathway signalling has no known association with development of Aire-expressing medullary thymic epithelial cells.,50
RANK-RANKL pathway signalling is linked to development of Aire-expressing medullary thymic epithelial cells.,50
RTEL1 interacts with TRF2 through a C4C4 motif,945
RUNX is not expressed in skin tissue.,470
RUNX1 is downregulated or mutated in TLX1 T-ALL.,365
Radioiodine treatment of non-toxic multinodular goitre increases thyroid volume.,1694
Rapamycin delays aging in fruit flies.,1158
Rapamycin increases the concentration of triacylglycerols in fruit flies.,1158
Rapid phosphotransfer rates are correlated with histidine kinase regulator specificity.,1938
Recognition of start codons depends on the translation initiation factor IF3.,2677
Reduced levels of lipolysis leads to higher P38 phosphorylation in adipose tissue.,4276
Reduced phosphorylation of PP2A increases HDAC4 dephosphorylation by enhancing PP2A-HDAC4 interaction.,564
Reduced phosphorylation of PP2A suppresses HDAC4 dephosphorylation.,564
Reduced responsiveness to interleukin-2 in regulatory T cells is associated with autoimmune diseases such as Type 1 Diabetes.,2291
Reducing H3k4me3 methylation induces mouse epiblast stem cells to naive pluripotency efficiently.,1190
Reduction of Rpl38 alters the composition of the Hox gene mRNAs translation in mice without lowering overall protein synthesis.,2056
Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpA in 2D BN-PAGE gels.,1256
Reduction of purity of cytoplasmic membranes isolated from overexpressors is indicated by stronger spots for OmpF in 2D BN-PAGE gels.,1256
Removal of H3K9me3 by ectopic expression of other H3K9 demethylases decreases reprogramming efficiency in SCNT experiments.,892
Removal of H3K9me3 by ectopic expression of other H3K9 demethylases improves reprogramming efficiency in SCNT experiments.,892
Removal of H3K9me3 improves reprogramming efficiency in human somatic cell nuclear transfer experiments.,892
Replacement of OCT4 and SOX2 genes with GATA3 has the ability to reprogram human cells.,2611
Replacement of OCT4 and SOX2 genes with GATA3 is not capable of reprogramming human cells.,2611
Replacement of histone H2A with H2A.Z accelerates gene activation in yeasts by destabilizing +1 nucleosomes.,3721
Repressing IL-18 has negative effects on atherosclerotic lesion composition and progression.,2728
Retinoic acid receptor-related orphan receptor gamma (RORγ) is a therapeutic target for castration-resistant prostate cancer (CRPC),2755
Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in gluconeogenesis.,3328
Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in hepatic glucose metabolism.,3328
Ribosomal protein (RP) expression is controlled in part by stress-activated regulators.,78
Ribosome-inactivating protein-2 (RIP-2) interacts with the p75 NTR death domain,2422
Ribosomopathies have a high degree of cell and tissue specific pathology.,2056
Risedronate increases risk of vertebral and non-vertebral fractures.,2982
Rising temperatures caused by global warming increases risk of dengue fever transmission.,2878
Rising temperatures caused by global warming lowers the risk of dengue fever transmission.,2878
Risk of cardiovascular events can be cut by a third by using antihypertensive drug therapy among hemodialysis patients.,1743
Risk-adjusted mortality rates are similar in teaching and non-teaching hospitals.,2277
Rotator cuff exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,729
Roughly 55% of women with chronic pelvic pain have no underlying pathology.,2133
Satellite cell dysfunction is a key factor in sarcopenia development.,3049
ScPif1p has higher binding ability to G-rich ssDNA than to non-G-rich ssDNA.,844
ScPif1p has reduced binding ability to G-rich ssDNA compared to non-G-rich ssDNA.,844
Scapular stabilizer exercises are more effective than general exercise therapy in reducing pain and improving function of the shoulder.,729
Self-advocacy training is effective at decreasing homelessness.,3786
Sepsis related mortality has remained stable between 2009-2014.,927
Sepsis related mortality has risen from 2009 to 2014.,927
Sequence conservation in gene regulatory regions between species is a high-accuracy predictor of conserved functionality.,2415
Sequence conservation in gene regulatory regions between species is a poor predictor of conserved functionality.,2415
Side effects associated with antidepressants do not represent a mortality risk to postmenopausal women.,1058
Side effects associated with antidepressants increases risk of stroke.,1058
Side effects associated with antidepressants lower risk of myocardial infarction.,1058
Sildenafil worsens erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,4662
Smc5/6 engagment halts the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,2751
Sn is present on mature DCs during inflammation in vivo.,481
Specialized functional cell types can be derived from human pluripotent stem cells.,4132
Splenomegaly is observed in knockin mouse lacking the SHP-2 MAPK pathway.,3932
Stacking is more stable when a purine is present in the +5 position (C1698).,2210
Stiff substrates encourage mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,697
Stiff substrates inhibit mesodermal differentiation by degrading beta-catenin in an integrin-dependent manner.,697
Stroke patients with prior use of direct oral anticoagulants have a higher risk of in-hospital mortality than stroke patients with prior use of warfarin.,703
Students who perform poorly in the early years of medical school are at increased risk for professional misconduct later in their careers.,1232
Students who perform poorly in the early years of medical school are less likely to commit professional misconduct later in their careers.,1232
Suboptimal nutrition is a leading cause of premature death,2240
Sudden death can occur in patients with complex ventricular arrhythmias.,305
Sudden death can occur in patients with orthostatic hypertension without cardiac conduction abnormalities.,305
"Surfactin producing cells and exopolymer producing cells cooperate to generate ""Van Gogh"" bundles that have sliding abilities on specialized media.",2102
Surgical treatment is not superior to non-surgical in treating adults with displaced fractures of the proximal humerus.,4910
Sweet taste receptors on the tongue are deactivated by between 1 and 10 mM glucose.,3439
Sympathetic nerve activity is elevated throughout normal pregnancy.,1003
Sympathetic nerve activity is reduced throughout normal pregnancy.,1003
Systemic immunosuppressive (IS) therapy does not enhance the chance of cancer mortality in patients with inflammatory eye disease (IED),3124
Systemic immunosuppressive (IS) therapy increases the chance of cancer mortality in patients with inflammatory eye disease (IED),3124
Systemic lupus erythematosus is a risk factor for cardiovascular disease.,3990
T cell receptor /CD3 microdomains are required to induce the immunologic synapse.,4336
TMEM27 is a marker for beta cells.,3545
TNFAIP3 is a glioblastoma tumor enhancer.,5
TNFAIP3 is a glioblastoma tumor suppressor.,5
TNFAIP3 is a tumor enhancer in glioblastoma.,5
TRAP+ osteoclasts regulate mature osteoblast maintenance.,1249
Taking 400mg of α-tocopheryl acetate does not prevent prostate cancer.,1995
Taking 400mg of α-tocopheryl acetate in combination with vitamin C reduces the risk of prostate cancer.,1995
Taking anti-depresents is associated with a decrease in the Aβ level in the brain of experimental animals.,990
Taxation of sugar-sweetened beverages reduced the incidence rate of type II diabetes in India.,1741
Ten percent (10%) of kidney cancers in the UK are attributable to excess weight.,928
The C-type lectin receptor (CLEC-2) rearranges the actin cytoskeleton in dendritic cells to promote efficient motility along stromal surfaces.,1335
The DESMOND program caused substantial weight loss in most participants.,2066
The DESMOND program demonstrates no significant impact on biochemical outcomes.,2066
The DESMOND program demonstrates no significant impact on lifestyles outcomes.,2066
The DESMOND program demonstrates no significant impact on weight loss.,2066
The DEXI promoter region is bound by multiple transcription factors in a murine haematopoietic progenitor cell line.,2138
The DdrB protein from Deinococcus radiodurans functions as a pentamer.,2483
The G34R/V mutation creates a hypomethylated phenotype at the H3K36 histone.,860
The G34R/V mutation does not create a hypomethylated phenotype at the H3K36 histone.,860
The H2A-H2B eviction defect is compensated for by other histone chaperone(s).,1716
The HSV-2 infection is typically asymptomatic.,1522
The M2-phenotype in brown adipose tissue macrophages increases brown adipose tissue thermogenic activity.,744
The NF-κB essential modulator gene induces intestinal inflammation by promoting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,2892
The NF-κB essential modulator gene prevents intestinal inflammation by inhibiting receptor-interacting protein (RIP) kinase 1 kinase activity-mediated epithelial cell death.,2892
The PDPN gene deactivates the C-type lectin receptor (CLEC-2).,1335
The PPR MDA5 has twenty N-terminal CARD domains.,4216
The PRDM1 gene is a key determinant of primordial germ cells.,2281
The PRDM1 gene  when combined with the PRDM14 gene  plays an important role during primordial germ cell specification.,2281
The PRR MDA5 has a C-terminal domain.,4216
The RANK-RANK-Ligand (RANKL) pathway is involved in the development of Aire-expressing medullary thymic epithelial cells (mTECs).,50
The Snf1 complex regulates carbon and energy metabolism in baker's yeast (Saccharomyces cerevisiae).,2398
The TRaF1/C5 rs10818488 allele polymorphism regulates the neighboring C5 gene.,360
The US health care system can save up to $5 billion if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,2663
The World Health Organization's (WHO) data collection process is biased downward by unequal selection of larger outbreaks.,1355
The ability of activator E2Fs in preventing cell death is limited to terminally differentiated cells.,797
The amount of publicly available DNA data doubles every 10 months.,4185
The appearance of brown-like or beige cells primarily occurs in visceral fat  not subcutaneous fat.,3066
The artifactual C-terminal helix swapping in the StART domain is observed in the Ups1-Mdm35 heterodimer of the StARkin superfamily.,3891
The combination of physical examinations with C-reactive protein values do not improve the accuracy of radiographic verified pneumonia predictions.,1041
The composition of myosin-II isoform switches from the A isoform to the B isoform during hematopoietic differentiation.,2886
The cytokine receptor which regulates chemotaxis and formation of lymph nodes is involved in production of myeloperoxidase in the left atrium.,1764
The deamination of cytidine to uridine on the minus strand of viral DNA can inactivate the viral genome by inducing G-to-A mutations.,768
The density of cytokine receptor bearing cells affects the distance over which cytokines act.,947
The density of cytokine receptor bearing cells has no effect on the distance over which cytokines act.,947
The deregulated and prolonged activation of monocytes has deleterious effects in chronic infectious conditions.,1200
The deregulated and prolonged activation of monocytes improves inflammatory disease outcomes.,1200
The effect of Lipopolysaccharides on kidney barrier function is dependent on inflammation levels.,2615
The first MBT repeat of the four malignant brain tumor (4MBT) domain of Drosophila's Sfmbt and of the orthologous mammalian L3MBTL2 is required for the interaction with the spacer region of Drosophila's Pleiohomeotic (Pho) or its human ortholog YY1.,2528
The gene daf-16  which encodes forkhead Box O (FOXO)  is required for all phenotypes associated with reduced insulin/insulin-like growth factor (Igf) signaling.,1637
The generation of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,2131
The innate immune response struggles to remove small numbers of parasites.,999
The latent infection of myeloid cells with human cytomegalovirus induces a number of changes in gene expression.,3256
The mean suicide rate in women is higher after miscarriage than live birth.,3783
The mean suicide rate in women is lower after miscarriage than live birth.,3783
The microtubule-dependent delivery and secretion of matrix metalloproteases (MMPs) is partially responsible for the disassembly of adhesion sites.,303
The minor G allele of FOXO3 downregulates pro-inflammatory cytokines.,2276
The minor G allele of FOXO3 is related to less severe symptoms of Crohn's Disease.,2276
The minor G allele of FOXO3 up-regulates IL-10.,2276
The morphology change from large white adipocytes to small brown adipocytes is a sign of decreased energy expenditure potential in white adipose tissue.,2791
The morphology change from large white adipocytes to small brown adipocytes is a sign of increased energy expenditure potential in white adipose tissue.,2791
The most prevalent adverse events to Semaglutide are cardiovascular.,647
The most prevalent adverse events to Semaglutide are gastrointestinal.,647
The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.,3182
The number of unfertilized oocytes in mated hermaphrodites increases with age.,2890
The one-child policy has created a hospitable environment for female infants.,1391
The origin of the CRF01_1b2k protein occurred between 1923 and 1956.,968
The peak incidence of fractures occurs during pubertal growth spurt in early adolescents.,1312
The peak incidence of fractures occurs in toddlers.,1312
The predominant localization of Linc00173 is in mononuclear macrophage nuclei.,592
The proliferative capacity of neural progenitors differs across species.,2679
The proliferative capacity of progenitors is regulated cell-autonomously.,2679
The proportion of people with visual difficulty is two times higher in low-income countries than in high-income countries.,107
The recruitment of Wdr5 to its target loci depends on Kat8.,2001
The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is independent of the patient's genetic make-up.,3580
The removal of reactive oxygen species by activated oncogenes contributes to the increased genomic instability of leukaemia cells.,2131
The repeat-variable diresidue (RVD) in the loop of Transcription-Activator Like (TAL) effectors specifies the nucleotides-amino acid contact at the target promoter element.,718
The risk of breast cancer among parous women decreases with placental weight of pregnancies.,4568
The risk of cancer rises with level of alcohol consumption.,5022
The risk of female prisoners harming themselves is ten times that of male prisoners.,2272
The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) is decorated with VgrG and PAAR proteins.,4010
The tissue surrounding the granuloma in an immune cell induces an anti-inflammatory immune response.,617
Therapeutics receiving accelerated approval encounter a lower frequency of post-marketing safety events,633
There is a positive correlation between hip fractures and statin use.,909
There is a relation between Erythromycin use and hypertrophic pyloric stenosis.,3151
There is no association between HNF4A mutations and diabetes risks.,5054
There is no increased risk of hypospadias with clomiphene.,4884
There is no known interaction between Pioneer factor OCT3/4 and major chromatin remodeling factors.,387
There is no relation between Erythromycin use and hypertrophic pyloric stenosis.,3151
There was an estimated 30 million cases of pneumonia in young children worldwide in 2010.,1603
Thiopurine active metabolites can be catabolized through dephosphorylation of thioguanine nucleotides.,1186
Tirasemtiv has no effect on cardiac muscle.,2070
Tirasemtiv targets cardiac muscle.,2070
Tirasemtiv targets fast-twitch muscle.,2070
Toll-like receptor (TLR) signaling is involved in the pathogenesis of human MDS.,1107
Tonic signaling from the scFv induces constitutive stimulation.,2820
Tonic signaling from the scFv is amplified by MyD88/CD40.,2820
Tonic signaling from the scFv prevents constitutive stimulation.,2820
Traditional reviews are biased in their interpretations.,1443
Trans-acting factors  such as lncRNAs  influence mRNA translation.,2236
Transcription factor EB induces transcription of pro-inflammatory cytokines in macrophages infected with Staphylococcus aureus.,3553
Transcription rates in S. cerevisiae range between 0.7 and 2 kb/min.,2142
Transcription rates in S. cerevisiae range between 7 and 12 kb/min.,2142
Transplanted human glial progenitor cells can mature in their host animal.,2610
Treatment with a protein named FN impairs regenerative abilities of aged muscles.,2984
Treatment with a protein named FN restores regenerative abilities of aged muscles.,2984
Treatment with the EC uptake inhibitor AM404 resulted in a dose-dependent decrease in the expression of immobility.,4738
Tuberculosis incidence occurs at higher rates in more sparsely populated areas in the UK.,3562
Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.,617
Tumor development occurs in conjunction with suppression of pro-inflammatory cytokines.,2319
