id,para_id,label,title,abstract
248,4,15564074,prediction of neonatal state and maturational change using dimensional analysis.,001) was noted for the full-term infant. a positive correlation between cd and increasing conceptional age was noted (p < 0
249,5,15564074,prediction of neonatal state and maturational change using dimensional analysis.,001). da showed an increase in the complexity for both active and quiet sleep as the preterm infant matured toward a full-term corrected age
250,6,15564074,prediction of neonatal state and maturational change using dimensional analysis.," lower dimensionality (cd), indicative of reduced complexity, was noted for the healthy preterm cohort at corrected full-term age when compared with the full-term group. dimensional analysis demonstrated a positive correlation for both active and quiet sleep, as the infant matured toward corrected term age"
251,7,15564074,prediction of neonatal state and maturational change using dimensional analysis., lower dimensionality was noted for the healthy preterm cohort at corrected full-term age. these findings support the concept of physiologic dysmaturity for the preterm neonate as a reflection of altered neural plasticity of the brain as a result of the conditions of prematurity
252,8,15564074,prediction of neonatal state and maturational change using dimensional analysis.,
253,0,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,p300 latency variability in normal subjects limits its diagnostic applicability as a test for cognitive function. one of the causes of variation is the overlap in p300 (p3a and p3b) components resulting in inaccurate latency determination
254,1,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.," recently, we have shown that identification of p3a and p3b components using source analysis techniques significantly reduces p300 latency variability in healthy younger subjects. here, we included a novel paradigm to enhance sensitivity and investigated the efficiency of the source analysis technique in reducing the p300 latency variability in healthy older subjects"
255,2,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.," data were recorded with a 128-channel eeg system in 28 healthy subjects (aged 53-82 years, 12 males). we used a standard two-tone and a novel three-tone auditory oddball paradigm and an established source analysis technique, and compared the latencies to those obtained with conventional p300 analysis"
256,3,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.," the source analysis method identified both p3a and p3b components in a substantially larger percentage of subjects (93% versus 32%) than the conventional method. both for the standard and novel paradigm, the source analysis method yielded a later mean p3b latency (361"
257,4,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,"4 versus 344.2 milliseconds, p = 0"
258,5,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,"017, and 374.4 milliseconds versus 354"
259,6,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,"3 milliseconds, p = 0.014, respectively) with a smaller standard deviation (15"
260,7,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,"8 versus 26.2 milliseconds, p = 0"
261,8,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,"013, and 18.9 versus 30"
262,9,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,"0 milliseconds, p = 0.052, borderline significant, respectively) than the conventional p300 method, for subjects aged 50 to 70 years"
263,10,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.," when applying the source analysis technique, as in young healthy subjects, a considerable reduction of p300 latency variability was thus found in healthy older subjects aged 50 to 70 years for both paradigms. this may have important consequences for applications of clinical event-related potential research in the early diagnosis of dementia, because the first signs of this disease are mostly observed in this age category"
264,11,15564075,p300 component identification in auditory oddball and novel paradigms using source analysis techniques: reduced latency variability in the elderly.,
265,0,15564076,the silent period threshold as a measure of corticospinal inhibition.,"corticomotor threshold is a clinically useful concept for defining motor cortex excitability using transcranial magnetic stimulation. although the silent period duration can be a quantitative measure of corticospinal inhibitory function, its threshold value has not been formally determined"
266,1,15564076,the silent period threshold as a measure of corticospinal inhibition., the authors studied 20 right-handed normal subjects and found that silent period threshold was a reproducible parameter that did not vary with age and sex. its value was significantly lower with left-sided transcranial magnetic stimulation and right-hand recordings
267,2,15564076,the silent period threshold as a measure of corticospinal inhibition., the silent period threshold may be a novel parameter useful for future studies of cortical inhibitory function.
268,0,15564077,changing stimulation parameters for motor evoked potentials: a case study.,"the purpose of this case study was to illustrate the sensitivity of intraoperative motor evoked potentials (meps) to stimulation parameters in the absence of any known surgical or anesthetic cause. in this cervical spine surgery, an abrupt, unexplained, unilateral loss of meps prompted a search among the stimulation parameter space of voltage, interpulse interval (ipi), pulse duration, and number of pulses, with a surprising result: rather than the usual dependence on voltage and ipi, the upper and lower extremity responses required mutually exclusive combinations of pulse duration and number of pulses (nine pulses, 350 v, 2"
269,1,15564077,changing stimulation parameters for motor evoked potentials: a case study.,"5-millisecond ipi, 200 microseconds and four pulses, 220 v, 2.5-millisecond ipi, 500 microseconds, respectively)"
270,2,15564077,changing stimulation parameters for motor evoked potentials: a case study., parameters far from these sets abolished the responses. the patient's neurologic status was preserved
271,3,15564077,changing stimulation parameters for motor evoked potentials: a case study., the authors conclude that exploring alternative stimulation parameters can help to reduce the mep false-alarm rate by restoring responses without unwarranted changes in the surgical plan.
272,0,15564078,intraoperative monitoring of motor symptoms using surface electromyography during stereotactic surgery for movement disorders.,"the authors present practical evidence for the usefulness of intraoperative monitoring with surface electromyograms (semgs) from the affected muscles to assist electrode implantation and lesioning in patients with movement disorders. in 22 consecutive patients with various movement disorders, semgs were monitored in selected muscles during stereotactic surgery that involved either lesioning or electrode implantation"
273,1,15564078,intraoperative monitoring of motor symptoms using surface electromyography during stereotactic surgery for movement disorders.," the electromyograms related to major motor symptoms such as tremor, rigidity, myoclonus, dystonia, and chorea were monitored and characterized on-line by both amplitude and frequency. major motor symptoms were revealed by semgs recorded from the affected muscles"
274,2,15564078,intraoperative monitoring of motor symptoms using surface electromyography during stereotactic surgery for movement disorders., tremor manifested as highly rhythmic bursts with a narrow frequency band; dyskinesias and chorea appeared as irregularly repeated bursts within a broad frequency range of 1 to 5 hz; and rigidity and dystonia appeared as sustained high-frequency activity and co-contraction between antagonist muscles. the results suggest that intraoperative monitoring of semgs could help to functionally refine and confirm target localization
275,3,15564078,intraoperative monitoring of motor symptoms using surface electromyography during stereotactic surgery for movement disorders.," surface emgs could be used (1) as reference signals of the motor symptoms so that other signals, such as the oscillatory local field potentials simultaneously recorded via the implanted electrodes, could be correlated with the semgs and used to fine-tune or confirm the target localization; (2) to quantify the effects of acute electrical stimulation on the motor symptoms; and (3) to sensitively detect unwanted capsular responses induced by direct stimulation of the internal capsule. the authors conclude that intraoperative monitoring of semgs of the affected muscles of patients with movement disorders during stereotactic surgery provides sensitive and quantitative information that can contribute to improved electrode or lesion placement"
276,4,15564078,intraoperative monitoring of motor symptoms using surface electromyography during stereotactic surgery for movement disorders.,
277,0,15564079,abnormal cortical mechanisms in voluntary muscle relaxation in de novo parkinsonian patients.,"this study aimed at elucidating how the cortical mechanism underlying the preparation and the postmovement phase of voluntary hand muscle relaxation is affected in parkinson's disease. event-related mu and beta (de)synchronization (erd/s) related to voluntary muscle contraction and relaxation were recorded in 16 untreated, akineto-rigid, predominantly hemiparkinsonian patients"
278,1,15564079,abnormal cortical mechanisms in voluntary muscle relaxation in de novo parkinsonian patients.," the results were compared with data from 10 age-matched, healthy subjects. in the muscle relaxation task, the subject held the wrist in an extended position and then let the hand drop by voluntarily relaxing wrist extensor contraction, i"
279,2,15564079,abnormal cortical mechanisms in voluntary muscle relaxation in de novo parkinsonian patients.,"e., without any overt, associated muscle contraction"
280,3,15564079,abnormal cortical mechanisms in voluntary muscle relaxation in de novo parkinsonian patients.," in the muscle contraction task, subjects performed a self-initiated brief wrist extension. a same pattern of erd/s was observed in control subjects and parkinsonian patients performing the motor tasks with their less affected limb"
281,4,15564079,abnormal cortical mechanisms in voluntary muscle relaxation in de novo parkinsonian patients.," in contrast, related to voluntary relaxation performed with the more affected limb, a delayed mu and beta erd and a disappearance of beta ers were revealed. these results demonstrate that the pattern of cortical oscillatory activity in a relaxation task is abnormal in parkinsonian patients"
282,5,15564079,abnormal cortical mechanisms in voluntary muscle relaxation in de novo parkinsonian patients., the authors suggest that this may be due to anomalous activity in inhibitory motor cortical systems and impaired sensorimotor integration of afferent inputs from muscle and joint receptors.
283,0,15564080,reliability of the fcr h-reflex.,this study examined the intraclass reliability of the latency and amplitude of the hoffmann reflex (h-reflex) in the flexor carpi radialis (fcr). the stability and consistency of the latency and peak-to-peak amplitude of the h-reflex were assessed across four test sessions
284,1,15564080,reliability of the fcr h-reflex., the fcr h-reflex was evoked in 39 volunteers (20 males and 19 females) on four separate days. the maximum amplitude of the motor response (mmax) was determined each day and 10 responses were recorded at that stimulus intensity
285,2,15564080,reliability of the fcr h-reflex., the h-reflex was then evoked at an intensity corresponding to 5% of mmax (h5%) and 10 recordings were obtained. the latency of the h-reflex and the peak-to-peak amplitude of both mmax and h5% were calculated for each trial
286,3,15564080,reliability of the fcr h-reflex., determination of reliability involves the consideration of both the stability and consistency of the measures. the reliability of the measures in this investigation was assessed using an analysis of variance and corresponding lindquist intraclass correlation coefficient (icc) model
287,4,15564080,reliability of the fcr h-reflex.," in contrast to previous investigations, the h-reflex was evoked without facilitation in 95% (37/39) of the subjects tested. statistical evaluation revealed that the latency and amplitude of the h-reflex, as well as the amplitude of mmax, were both stable and consistent across the four test days"
288,5,15564080,reliability of the fcr h-reflex., the icc for mmax was 0.97
289,6,15564080,reliability of the fcr h-reflex.," the icc for h5% was 0.92, and for latency of the h-reflex was 0"
290,7,15564080,reliability of the fcr h-reflex.,89. it was shown that the h-reflex can be easily evoked in the fcr and that the latency and amplitude of these recordings are highly reliable
291,8,15564080,reliability of the fcr h-reflex., the demonstration that the h-reflex can be easily and consistently evoked in the fcr has important clinical implications. it provides a tool for clinicians to assess the c7 level of the spinal cord and median nerve function
292,9,15564080,reliability of the fcr h-reflex.,
293,0,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.,the authors examined the effect of acute ischemia on peripheral nerve function in healthy subjects. it was hypothesized that acute ischemia would interfere with the ability of sensory and motor nerves to propagate an impulse
294,1,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.," twelve young, apparently healthy adults participated in the study. soleus h-reflex and motor recruitment curves were determined for subjects during a control condition, after 5 minutes of ischemia by femoral artery occlusion, and after a 5-minute recovery"
295,2,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.," during ischemia, the stimulus intensity required to evoke an h-reflex or m-wave was reduced by 18.3% and 18"
296,3,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.,"4%, respectively. hmax/mmax ratios were significantly reduced with acute ischemia (mean +/- standard error) 66"
297,4,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.,29% +/- 5.4% and 58
298,5,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.,"81% +/- 6.7% for control and ischemia, respectively, owing to a decrease in hmax during acute ischemia with no change in mmax"
299,6,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.," after ischemia, the hmax/mmax returned to control values, as did the m-threshold. however, although the h-threshold slightly recovered, it failed to return to control threshold after 5 minutes of recovery"
300,7,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.," the results suggest that acute ischemia decreases motor and h-reflex thresholds in healthy individuals with a longer lasting effect for the h-reflex. in addition, a decrease in hmax/mmax ratio was observed, suggesting that acute ischemia has differential effects on sensory nerve propagation and synapse transmission"
301,8,15564081,h-reflex and motor responses to acute ischemia in apparently healthy individuals.,
302,0,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial.,"the reported relationships between nerve conduction studies (ncs) and outcome measures in carpal tunnel syndrome (cts) are weak to moderate. however, selection of patients may have confounded nonrandomized studies"
303,1,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial.," ncs have potentially great value in selecting patients for a specific treatment and in objectively assessing the efficacy of treatments in cts, especially if they correlate significantly with clinical outcome measures. to investigate the relationship between clinical outcome measures for the severity of complaints and ncs in patients treated for cts, data were obtained from a multicenter randomized controlled trial on the efficacy of splinting versus surgery for cts"
304,2,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial.," at baseline and 12 months after randomization, clinical outcome measures were assessed and ncs were performed. in total, 138 patients completed the questionnaires and underwent repeated ncs"
305,3,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial., relationships were analyzed with spearman rank correlation coefficients and pearson correlation coefficients. all ncs parameters showed highly significant improvement compared with baseline (p < 0
306,4,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial.,001). modest correlations (< 0
307,5,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial.,"4) were found between the neurophysiologic and clinical outcome measures after 12 months, and between the changes in these different categories of outcome measures. this study confirms that the parameters of ncs improve significantly after treatment for cts, but the modest correlations between neurophysiologic and clinical outcome measures do not support that ncs are routinely performed in clinical practice to evaluate treatment effects"
308,6,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial.," however, studies investigating the effects of treatment for cts should incorporate both clinical outcome measures and ncs, because they are complementary. furthermore, ncs can provide additional information to the clinician when treatment effects are unsatisfactory"
309,7,15564082,correlating nerve conduction studies and clinical outcome measures on carpal tunnel syndrome: lessons from a randomized controlled trial.,
310,0,15564083,determination of sensitive electrophysiologic parameters at follow-up of different steroid treatments of carpal tunnel syndrome.,"nonsurgical treatment for carpal tunnel syndrome (cts) is frequently offered to those with mild to moderate symptoms. however, the most sensitive electrophysiological parameters at follow-up, and most effective type of different methods of steroid treatment for cts, remain unknown"
311,1,15564083,determination of sensitive electrophysiologic parameters at follow-up of different steroid treatments of carpal tunnel syndrome.," the aim of this study was to compare the efficacy of local corticosteroid injection, phonophoresis, and iontophoresis for the treatment of cts, and to evaluate the most sensitive electrophysiologic parameters at the follow-up visit. different conservative treatments were applied in this prospective study"
312,2,15564083,determination of sensitive electrophysiologic parameters at follow-up of different steroid treatments of carpal tunnel syndrome.," fifty-six hands of 31 patients were randomly treated with local steroid injection, iontophoresis, or phonophoresis with 2- and 4-month follow-up visits. conventional and new neurophysiologic sensorimotor nerve conduction parameters for cts diagnosis were performed on the initial visit and at 2 and 4 months after treatment"
313,3,15564083,determination of sensitive electrophysiologic parameters at follow-up of different steroid treatments of carpal tunnel syndrome.," the local steroid injection group showed a significant improvement in the mean nerve conduction parameters after the second and fourth months when compared with basal values, whereas no significant changes except the difference between the median and ulnar distal latency to the fourth digit (d4m-d4u), difference between sensory median distal latency to second digit and ulnar distal latency to the fifth digit (d2m-d5u), and median motor distal latency were observed in the iontophoresis and phonophoresis groups. at the end of follow-up period, the most sensitive parameters were d4m-d4u and d2m-d5u; the d4m-d4u was improved 60% in the injection group, 33% in iontophoresis group, and 39% in phonophoresis group, and the improvement of the d2m-d5u was 70%, 28%, and 28%, respectively, in the injection, iontophoresis, and phonophoresis groups"
314,4,15564083,determination of sensitive electrophysiologic parameters at follow-up of different steroid treatments of carpal tunnel syndrome.," these findings show that steroid injection is superior to iontophoresis and phonophoresis in the treatment of cts, and that the most sensitive neurophysiologic parameters in follow-up are d4m-d4u and d2m-d5u, being the objective measures of the outcome of cts treatment."
315,0,15564084,craniofacial resection for nonmelanoma skin cancer of the head and neck.,"we reviewed our experience with craniofacial resection for advanced, nonmelanoma skin cancer of the head and neck to determine prognostic factors, local control rate, disease free survival, morbidity, and mortality."
316,0,15564085,radiation response genotype and risk of differentiated thyroid cancer: a case-control analysis.,radiation is the only clear etiologic agent for differentiated thyroid cancer (dtc). understanding the factors affecting sensitivity to gamma radiation and susceptibility to dtc will be critical to early detection and prevention of dtc
317,1,15564085,radiation response genotype and risk of differentiated thyroid cancer: a case-control analysis.,
318,0,15564086,direct nasopharyngeal reflux of gastric acid is a contributing factor in refractory chronic rhinosinusitis.,"to determine whether there is a difference in the prevalence of reflux in patients with refractory chronic rhinosinusitis (crs) compared with control patients, including whether direct nasopharyngeal reflux (npr) occurs in crs patients. it is hypothesized that refractory crs patients have a greater incidence of laryngopharyngeal reflux and npr events and that npr is a significant etiologic factor for crs in these patients"
319,1,15564086,direct nasopharyngeal reflux of gastric acid is a contributing factor in refractory chronic rhinosinusitis.,
320,0,15564087,chemoradiation-induced cell loss in human submandibular glands.,"chemoradiation-induced xerostomia affects approximately 40,000 head and neck cancer patients annually in the united states. no human histopathologic or immunohistochemical data exist that characterize chemoradiation-related salivary gland damage"
321,1,15564087,chemoradiation-induced cell loss in human submandibular glands., the objective of this study was to describe the histopathologic and immunohistochemical features of the non-acute phase of human submandibular gland damage after chemoradiation therapy.
322,0,15564088,frontolateral hemilaryngectomy for the management of a case of pediatric squamous cell carcinoma of the larynx.,nan
323,0,15564089,radial forearm free tissue transfer in the management of persistent cerebrospinal fluid leaks.,"cerebrospinal fluid (csf) leaks can occur after head trauma or skull base surgery. persistent or spontaneous leaks should be repaired, since they put patients at risk for serious intracranial complications"
324,1,15564089,radial forearm free tissue transfer in the management of persistent cerebrospinal fluid leaks.," although numerous repair methods have been successful, the occasional patient develops a persistent leak. we describe our experience with free tissue transfer for repair of recalcitrant csf leaks"
325,2,15564089,radial forearm free tissue transfer in the management of persistent cerebrospinal fluid leaks.,
326,0,15564090,effects of aspirin and low-dose heparin in head and neck reconstruction using microvascular free flaps.,"the success of microvascular free-tissue transfer to the head and neck has been greatly increased secondary to increased experience, yet postoperative anticoagulation continues to be routinely used to prevent pedicle thrombosis. however, there is currently no consensus as to what the ideal regimen, if any, is recommended for postoperative anticoagulation"
327,1,15564090,effects of aspirin and low-dose heparin in head and neck reconstruction using microvascular free flaps.," this study reviews the outcome and incidence of perioperative complications in patients undergoing free flaps for head and neck reconstruction, using a simple postoperative anticoagulation regimen of aspirin and subcutaneous heparin (sqh)."
328,0,15564091,facial nerve stimulation after cochlear implantation.,"this study was designed to compare the incidence and nature of facial nerve stimulation (fns) in patients receiving cochlear implants (ci) manufactured by cochlear corporation, advanced bionics corporation, and medel."
329,0,15564092,second osteocutaneous fibular free flaps for head and neck defects.,to analyze the morbidity of a second fibular free tissue transfer when necessary in rare instances when the initial fibular flap fails. case design: retrospective analysis of a case series
330,1,15564092,second osteocutaneous fibular free flaps for head and neck defects.,
331,0,15564093,high-risk tracheostomy: exploring the limits of the percutaneous tracheostomy.,modifications of the percutaneous tracheostomy (perctrach) technique have made this a straightforward and safe procedure in appropriately selected patients. we sought to determine its value in high-risk patients
332,1,15564093,high-risk tracheostomy: exploring the limits of the percutaneous tracheostomy.,
333,0,15564094,the maxillary line: anatomic characterization and clinical utility of an important surgical landmark.,the maxillary line is a mucosal projection along the lateral nasal wall that serves as a landmark for endoscopic sinus and orbital procedures. the anatomic relations of this structure are not well described
334,1,15564094,the maxillary line: anatomic characterization and clinical utility of an important surgical landmark., we sought to define the anatomy of the maxillary line and explore its clinical utility.
335,0,15564095,transnasal esophagoscopy: a high-yield diagnostic tool.,"transnasal esophagoscopy (tne) reveals a wide range of esophageal findings. tne technique, indications, outcomes, advantages, limitations, and impact on patient care are described"
336,1,15564095,transnasal esophagoscopy: a high-yield diagnostic tool.,
337,0,15564096,antibiotics for reduction of posttonsillectomy morbidity: a meta-analysis.,to reconcile conflicting published reports regarding the clinical efficacy of postoperative antibiotics for reduction of posttonsillectomy morbidity.
338,0,15564097,robot-assisted pharyngeal and laryngeal microsurgery: results of robotic cadaver dissections.,robotic surgery has significant potential in pharyngeal and microlaryngeal surgery. we demonstrate the use of a surgical robot in pharyngeal and microlaryngeal surgery in a cadaver
339,1,15564097,robot-assisted pharyngeal and laryngeal microsurgery: results of robotic cadaver dissections.,
340,0,15564098,"soft tissue response of the larynx to silicone, gore-tex, and irradiated cartilage implants.","the aim of the study is to compare the efficiency of three different materials (silicone, gore-tex, and irradiated cartilage) used in medialization laryngoplasty. local tissue reaction to implants in laryngeal skeleton has been examined for this purpose"
341,1,15564098,"soft tissue response of the larynx to silicone, gore-tex, and irradiated cartilage implants.",
342,0,15564099,planned neck dissection after concomitant radiochemotherapy for advanced head and neck cancer.,"since 1998, at our academic, multidisciplinary head and neck cancer treatment center, it has been our policy to treat appropriate patients with locoregionally advanced squamous cell carcinoma of the head and neck (scchn) with concomitant radiochemotherapy followed within 6 weeks by planned neck dissection(s). our objective was to investigate the oncologic efficacy of planned neck dissection, to date, in this patient population with a focus on outcomes in the neck"
343,1,15564099,planned neck dissection after concomitant radiochemotherapy for advanced head and neck cancer.,
344,0,15564100,ephrin a2 may play a role in axon guidance during hair cell regeneration.,hair cell regeneration in the avian cochlea is accompanied by frequency specific reinnervation and recovery of physiologic function. the molecular cues that guide ganglion cells to tonotopically appropriate new hair cells have not been identified
345,1,15564100,ephrin a2 may play a role in axon guidance during hair cell regeneration., we investigated the potential of ephrin a2 in this process.
346,0,15564101,canine fossa puncture and clearance of the maxillary sinus for the severely diseased maxillary sinus.,"to assess the impact of canine fossa puncture (cfp) with clearance of the maxillary sinus during endoscopic sinus surgery on the subjective and objective outcomes as defined by quality of life questionnaires, endoscopic findings, endoscopic aspirate for culture and sensitivity, and magnetic resonance imaging (mri) evaluation."
347,0,15564102,head and neck physical examination: comparison between nonapneic and obstructive sleep apnea patients.,"the purpose of this study was to apply a systematic physical examination, used to evaluate obstructive sleep apnea (osa) patients, in nonapneic patients."
348,0,15564103,ret polymorphisms and haplotypes and risk of differentiated thyroid cancer.,"to determine whether common (allele frequencies > 5%) single nucleotide polymorphisms located in exons 2, 7, 11, 13, 14, and 15 of the ret proto-oncogene are associated with risk of differentiated thyroid carcinoma (dtc)."
349,0,15564104,patients with isolated laryngopharyngeal reflux are not obese.,the gastroenterology literature suggests that gastroesophageal reflux disease (gerd) is often associated with obesity. the national institutes of health uses body mass index (bmi) to identify patients who are overweight (bmi 25-30) or obese (bmi > 30)
350,1,15564104,patients with isolated laryngopharyngeal reflux are not obese., the aim of this study was to determine whether there is a relationship between laryngopharyngeal reflux (lpr) and elevated bmi.
351,0,15564105,acoustic analysis of the voice in pediatric cochlear implant recipients: a longitudinal study.,to characterize inherent acoustic abnormalities of the deaf pediatric voice and the effect of artificially restoring auditory feedback with cochlear implantation.
352,0,15564106,endoscopic management of extruding medialization laryngoplasty implants.,"medialization laryngoplasty (ml) is a commonly performed procedure for vocal fold motion impairment with glottic incompetence. although implant extrusion is a well-known risk of ml, management of this complication is rarely mentioned in the literature"
353,1,15564106,endoscopic management of extruding medialization laryngoplasty implants., the aim of this study was to review our experience with endoscopic implant retrieval for a group of patients with extruding ml implants.
354,0,15564107,prevention of anterior glottic stenosis after transoral microresection of glottic lesions involving the anterior commissure with mitomycin c.,to evaluate the effectiveness of topical mitomycin c (mmc) in preventing anterior glottic stenosis (ags) after transoral microresection of glottic lesions involving the anterior commissure (ac).
355,0,15564108,"prevalent slc26a4 mutations in patients with enlarged vestibular aqueduct and/or mondini dysplasia: a unique spectrum of mutations in taiwan, including a frequent founder mutation.","the purpose of the study is to elucidate the mutation spectrum of slc26a4 among patients with enlarged vestibular aqueduct and/or mondini dysplasia in taiwan and to explore the origin of the most common mutation, ivs7-2a>g. the correlation between the genotypes and the phenotypes is also investigated, with special emphasis placed on comparison between the genotypes and hearing levels"
356,1,15564108,"prevalent slc26a4 mutations in patients with enlarged vestibular aqueduct and/or mondini dysplasia: a unique spectrum of mutations in taiwan, including a frequent founder mutation.",
357,0,15564109,novel use of a swimming pool biocide in the treatment of a rare fungal mastoiditis.,"to describe an extremely rare fungal mastoiditis caused by lecythophora hoffmannii, its recalcitrant behavior to therapy, and eventual successful treatment with adjunctive therapy using polyhexamethylene biguanide (a common swimming pool biocide)."
358,0,15564110,use of the harmonic scalpel in superficial and total parotidectomy for benign and malignant disease.,use of the harmonic scalpel in superficial parotidectomy for benign parotid disease has been shown to reduce surgical time as well as intraoperative blood loss. we sought to determine whether similar results could be achieved with the expanded use of the harmonic scalpel in parotidectomy for both benign and malignant disease
359,1,15564110,use of the harmonic scalpel in superficial and total parotidectomy for benign and malignant disease.,
360,0,15564111,18f-fluorodeoxyglucose uptake in thyroid from positron emission tomogram (pet) for evaluation in cancer patients: high prevalence of malignancy in thyroid pet incidentaloma.,to investigate the prevalence of incidental thyroid f-fluorodeoxyglucose (fdg) uptake in positron emission tomogram (pet) scan for evaluation in cancer patients and the role of standard uptake value (suv) measurement in differentiation of thyroid malignancy from benign disease.
361,0,15564112,cochlear implantation in a human immunodeficiency virus-infected patient.,"patients infected with hiv have an increased risk of developing sensorineural hearing loss (snhl), yet pathogenesis of snhl in hiv infection is still poorly understood. in subjects affected by bilateral profound or total snhl, cochlear implantation may be the only possibility to restore a hearing level that allows them to have an acceptable quality of life"
362,1,15564112,cochlear implantation in a human immunodeficiency virus-infected patient.,
363,0,15564113,neurotologic management of intracranial epidermoid tumors.,"epidermoid cysts are the most common intracranial embryonal tumor, although they account for only 1% of all intracranial tumors. epidermoids often spread into several intracranial compartments"
364,1,15564113,neurotologic management of intracranial epidermoid tumors., thorough preoperative surgical planning is imperative for safe epidermoid removal. this paper discusses the neurotologic management of intracranial epidermoid cysts
365,0,15564114,rabbit model of airway stenosis induced by scraping of the tracheal mucosa.,prolonged endotracheal intubation in children often induces intractable airway stenosis. the aim of the present study was to establish a new model of airway stenosis for developing an effective method of treatment
366,1,15564114,rabbit model of airway stenosis induced by scraping of the tracheal mucosa.,
367,0,15564115,pain reduction by fibrin sealant in older children and adult tonsillectomy.,"because tonsillectomy is a painful procedure in adults, this study was performed to see whether the addition of fibrin sealant (tisseel) to the tonsillar fossa at the completion of tonsillectomy would reduce pain in adults and allow them to return to work sooner."
368,0,15564116,immunophenotypic comparison of salivary gland oncocytoma and metastatic renal cell carcinoma.,"the differential diagnosis of oncocytic neoplasms of salivary glands includes both primary and metastatic tumors, one of which is renal cell carcinoma. this study compared immunohistochemical staining characteristics of oncocytomas arising from salivary gland to metastatic renal cell carcinoma using a panel of markers"
369,1,15564116,immunophenotypic comparison of salivary gland oncocytoma and metastatic renal cell carcinoma.,
370,0,15564117,effectiveness of adenotonsillectomy in the resolution of nocturnal enuresis secondary to obstructive sleep apnea.,to investigate the relationship between obstructive sleep apnea (osa) syndrome and nocturnal enuresis (ne) in patients who required tonsillectomy or adenoidectomy.
371,0,15564118,minimally invasive thyroidectomy using the sofferman technique.,access to the thyroid compartment has traditionally been achieved by a kocher incision followed by subplatysmal flap elevation and strap muscle retraction. a combination of novel access techniques was used to allow for minimally invasive thyroidectomy (mith)
372,1,15564118,minimally invasive thyroidectomy using the sofferman technique.,
373,0,15564119,comparison of data obtained from sedated versus unsedated wireless telemetry capsule placement: does sedation affect the results of ambulatory 48-hour ph testing?,"the introduction of 48-hour wireless ph testing provides a novel technique of evaluating persons with suspected reflux disease. the wireless capsule can be placed in a sedated individual at the time of esophagogastroduodenoscopy (egd) or in an unsedated individual at a time after the initial egd, at the time of esophageal manometry or at the time of transnasal esophagoscopy"
374,1,15564119,comparison of data obtained from sedated versus unsedated wireless telemetry capsule placement: does sedation affect the results of ambulatory 48-hour ph testing?, the effect that sedation has on the results of 48-hour wireless ph testing has not been evaluated.
375,0,15564120,comparison of diagnostic findings using different olfactory test methods.,to quantify discrepancies in the diagnosis of olfactory function that might exist when comparing results obtained from centers using different methods of olfactory testing.
376,0,15564121,congenital arhinia: a case report and functional evaluation.,congenital arhinia is rare clinical entity. an unusual case of congenital arhinia with no surgical treatment is presented
377,1,15564121,congenital arhinia: a case report and functional evaluation.,
378,0,15564122,gustatory function in chronic inflammatory middle ear diseases.,"changes of gustatory function after ear surgery have been studied extensively. however, little is known on the influence of repeated/chronic inflammation within the middle ear on taste"
379,1,15564122,gustatory function in chronic inflammatory middle ear diseases.,
